appid,reviewId,cluster_id,cluster_size
3584190,197119765,4,4
3584190,198069083,10,4
3584190,198258502,3,1
3584190,198432511,0,41
3584190,198480273,5,18
3584190,198487221,0,41
3584190,198581963,7,6
3584190,198604647,2,1
3584190,198932971,6,18
3584190,199514413,0,41
3584190,199571222,5,18
3584190,200793996,6,18
3584190,201701130,6,18
3584190,202333442,5,18
3584190,202766341,0,41
3584190,202773105,7,6
3584190,202941205,0,41
3584190,203359863,7,6
3584190,203642441,9,12
3584190,204056325,8,3
3584190,204666914,0,41
3584190,204938064,7,6
3584190,205217635,0,41
